20000 999387
1786 5127 70
1786 5593 32
1786 6006 30
1786 6132 36
1786 6158 85
1786 6236 47
1786 7393 87
1786 7873 19
1786 8459 86
1786 8518 4
1786 8561 33
1786 8595 60
1786 9245 50
1786 9337 11
1786 9395 28
1786 9455 5
1786 9513 29
1786 10113 96
1786 11683 97
1786 12143 29
1786 12478 64
1786 12535 57
1786 12567 23
1786 12848 42
1786 12886 84
1786 13935 93
1786 14046 29
1786 14439 45
1786 14673 53
1786 15128 4
1786 15161 33
1786 15236 90
1786 16468 75
1786 17753 62
1786 17798 86
1786 17932 24
1786 18988 15
1786 19371 90
1786 19479 12
1786 19742 20
1787 33 60
1787 436 29
1787 454 54
1787 1177 27
1787 1338 97
1787 1817 81
1787 1836 7
1787 2353 9
1787 2357 6
1787 3246 44
1787 5242 90
1787 5531 32
1787 5742 62
1787 5843 34
1787 6033 66
1787 6668 37
1787 6840 47
1787 7461 43
1787 7493 50
1787 7786 85
1787 8234 48
1787 8986 86
1787 9360 88
1787 10548 47
1787 11314 40
1787 11451 96
1787 11952 60
1787 12041 69
1787 12263 32
1787 13489 19
1787 13612 31
1787 13852 36
1787 13994 61
1787 14238 96
1787 14337 99
1787 14447 11
1787 15486 89
1787 15941 65
1787 16090 22
1787 16148 15
1787 16881 29
1787 17527 15
1787 17829 81
1787 17861 48
1787 18062 13
1787 18315 22
1787 18373 98
1787 18514 2
1787 18762 8
1787 18950 24
1787 19610 91
1788 110 8
1788 250 97
1788 853 39
1788 905 26
1788 1037 24
1788 1261 59
1788 1458 30
1788 2122 6
1788 3138 30
1788 3398 64
1788 3940 85
1788 4593 87
1788 4848 62
1788 4871 30
1788 4939 85
1788 5198 21
1788 5456 66
1788 5499 70
1788 5594 55
1788 5966 93
1788 6037 96
1788 6462 79
1788 6941 95
1788 7408 38
1788 7449 23
1788 8177 52
1788 8251 25
1788 8581 74
1788 9315 53
1788 10256 51
1788 10727 11
1788 10810 87
1788 10875 17
1788 11266 83
1788 12632 50
1788 12719 100
1788 13106 9
1788 13877 66
1788 13980 86
1788 14031 48
1788 14314 40
1788 15266 82
1788 15978 31
1788 16028 27
1788 16971 90
1788 17553 67
1788 18166 39
1788 18535 69
1788 18907 48
1788 19186 81
1788 19494 12
1789 498 14
1789 640 72
1789 643 65
1789 812 40
1789 1147 97
1789 1528 19
1789 1720 34
1789 2329 61
1789 2670 55
1789 2820 57
1789 3471 23
1789 3906 9
1789 3991 62
1789 4094 77
1789 5984 21
1789 6181 36
1789 6328 98
1789 6334 73
1789 6859 18
1789 6928 9
1789 7406 4
1789 7773 40
1789 8252 5
1789 8524 100
1789 8678 44
1789 8682 4
1789 9310 20
1789 9522 96
1789 9690 62
1789 9738 65
1789 10061 23
1789 10553 17
1789 10855 35
1789 11162 30
1789 12371 51
1789 12458 19
1789 12930 60
1789 13307 53
1789 13438 75
1789 14293 75
1789 14971 15
1789 15171 79
1789 15174 2
1789 15354 83
1789 15477 20
1789 15569 1
1789 15876 39
1789 15975 66
1789 16096 10
1789 16435 34
1789 16793 8
1789 16798 22
1789 17181 99
1789 17226 48
1789 18060 45
1789 18595 57
1789 18890 24
1789 19141 6
1789 19243 86
1789 19599 97
1790 305 86
1790 899 30
1790 1120 86
1790 1233 92
1790 1501 88
1790 1566 2
1790 1855 46
1790 2000 30
1790 2687 66
1790 2765 23
1790 3768 23
1790 4172 75
1790 4521 34
1790 5536 25
1790 5910 95
1790 6199 6
1790 6761 62
1790 6907 16
1790 6997 58
1790 7185 23
1790 7577 79
1790 8064 58
1790 8067 51
1790 8297 71
1790 8543 3
1790 9053 8
1790 10069 27
1790 10272 32
1790 10786 29
1790 11178 86
1790 11369 14
1790 11905 96
1790 12120 80
1790 12335 99
1790 12389 6
1790 12573 52
1790 12784 17
1790 13058 13
1790 13383 1
1790 13652 56
1790 14202 21
1790 14235 44
1790 14325 71
1790 14353 20
1790 14420 67
1790 14510 90
1790 14683 27
1790 14979 84
1790 16062 16
1790 16283 82
1790 16343 35
1790 16735 53
1790 16799 23
1790 17438 57
1790 18169 26
1790 18409 60
1790 18618 100
1790 18753 66
1790 19209 36
1790 19725 54
1791 1352 62
1791 2096 20
1791 3146 5
1791 3253 81
1791 4688 31
1791 5044 56
1791 6241 6
1791 7351 10
1791 7546 77
1791 7718 68
1791 8083 85
1791 8128 38
1791 8568 9
1791 8676 18
1791 8846 34
1791 10107 81
1791 11175 20
1791 11978 2
1791 12053 56
1791 12503 80
1791 13252 51
1791 13329 70
1791 13500 1
1791 13642 80
1791 14015 97
1791 14361 55
1791 14536 -1
1791 15209 30
1791 15231 8
1791 16464 9
1791 17478 73
1791 17486 76
1791 18193 85
1791 18254 13
1791 18759 100
1791 19192 4
1791 19304 45
1792 351 17
1792 1481 43
1792 1909 71
1792 1990 42
1792 2116 0
1792 2716 25
1792 3333 4
1792 3582 1
1792 4105 32
1792 4169 61
1792 4406 76
1792 4603 28
1792 5170 12
1792 5951 22
1792 6255 56
1792 6516 25
1792 6919 16
1792 6970 40
1792 7054 59
1792 7091 100
1792 7545 18
1792 7896 44
1792 8032 51
1792 8557 99
1792 8953 43
1792 9502 18
1792 9950 31
1792 10685 15
1792 10694 69
1792 10811 35
1792 11224 39
1792 11528 4
1792 11775 57
1792 11873 89
1792 12731 59
1792 12986 91
1792 14116 36
1792 14263 65
1792 15097 13
1792 15232 73
1792 15423 45
1792 15504 55
1792 18003 29
1792 18762 35
1792 19424 1
1793 353 16
1793 566 16
1793 1364 92
1793 1634 92
1793 1745 3
1793 2529 69
1793 2690 86
1793 2738 89
1793 3537 99
1793 3563 90
1793 4584 87
1793 4720 27
1793 5274 95
1793 6122 62
1793 6279 51
1793 6357 19
1793 7487 72
1793 8220 13
1793 8375 97
1793 8605 24
1793 8645 88
1793 9411 86
1793 9443 54
1793 9491 98
1793 9657 19
1793 9853 25
1793 10726 3
1793 10812 92
1793 10820 19
1793 11650 20
1793 11902 75
1793 11963 0
1793 11980 95
1793 12710 82
1793 12733 4
1793 12744 11
1793 13118 73
1793 13641 100
1793 13849 61
1793 14447 83
1793 14856 24
1793 15215 27
1793 16216 18
1793 16241 6
1793 16254 23
1793 16484 84
1793 17564 41
1793 18195 25
1793 18672 73
1794 277 71
1794 797 33
1794 838 7
1794 902 10
1794 939 15
1794 2510 89
1794 2644 2
1794 2785 95
1794 3105 11
1794 3167 58
1794 3369 2
1794 3618 18
1794 4100 70
1794 5301 66
1794 5775 89
1794 6059 16
1794 6125 80
1794 6511 73
1794 7294 27
1794 7350 53
1794 7925 4
1794 8005 25
1794 8100 23
1794 8818 42
1794 9030 33
1794 9496 84
1794 10521 18
1794 10836 80
1794 11649 0
1794 12000 55
1794 12092 12
1794 12359 99
1794 13749 29
1794 14039 44
1794 14894 74
1794 15066 26
1794 15402 74
1794 16290 64
1794 16578 86
1794 16683 1
1794 17257 85
1794 17304 68
1794 17507 84
1794 18081 30
1794 18766 13
1794 18881 97
1794 18885 56
1794 19825 96
1795 667 9
1795 1329 83
1795 1679 5
1795 1779 82
1795 2259 -1
1795 2311 79
1795 2501 11
1795 2739 36
1795 2767 35
1795 2869 88
1795 2932 68
1795 3091 58
1795 3259 93
1795 3431 64
1795 4373 75
1795 4844 7
1795 5334 88
1795 5765 21
1795 6094 82
1795 6533 44
1795 6728 53
1795 7230 69
1795 7255 34
1795 7391 5
1795 7639 66
1795 7944 87
1795 8518 21
1795 8787 6
1795 8820 29
1795 9228 27
1795 10252 61
1795 11065 72
1795 12293 63
1795 13781 12
1795 14311 24
1795 14637 33
1795 14999 32
1795 15891 81
1795 16098 45
1795 16258 15
1795 16720 53
1795 16962 100
1795 17715 73
1795 17757 55
1795 17914 8
1795 18195 98
1795 19203 13
1795 19242 39
1796 134 33
1796 986 97
1796 1073 94
1796 1728 57
1796 2044 84
1796 2478 4
1796 2630 29
1796 2686 56
1796 3092 77
1796 3228 18
1796 3232 92
1796 3515 40
1796 4672 95
1796 4712 85
1796 4747 77
1796 5087 1
1796 5398 86
1796 6028 23
1796 6441 67
1796 6464 0
1796 6642 16
1796 6870 74
1796 7270 79
1796 7271 10
1796 7371 62
1796 7495 30
1796 7556 88
1796 7597 53
1796 7711 90
1796 8597 81
1796 8695 57
1796 8905 83
1796 9091 74
1796 9136 63
1796 9172 88
1796 10583 47
1796 11040 96
1796 11091 40
1796 11346 99
1796 11494 71
1796 12721 16
1796 13268 93
1796 13813 47
1796 14112 92
1796 15194 73
1796 15411 91
1796 15826 13
1796 15975 19
1796 16614 31
1796 17304 94
1796 17623 78
1796 18230 45
1796 19114 65
1797 171 37
1797 222 22
1797 454 49
1797 509 85
1797 558 57
1797 822 14
1797 1123 65
1797 1253 36
1797 1660 58
1797 1673 25
1797 1761 40
1797 1803 18
1797 1868 29
1797 2099 59
1797 2186 1
1797 2357 55
1797 2520 31
1797 2723 80
1797 4635 49
1797 5097 44
1797 5388 39
1797 6553 23
1797 6577 65
1797 6803 17
1797 7994 3
1797 8455 45
1797 8632 17
1797 8693 17
1797 9194 4
1797 9200 67
1797 10753 64
1797 11342 13
1797 11386 28
1797 11996 99
1797 12043 34
1797 12396 78
1797 15840 50
1797 16195 18
1797 16524 47
1797 17129 46
1797 17225 20
1797 17296 65
1797 17719 56
1797 18002 0
1797 18015 70
1797 18147 10
1797 18801 51
1797 19252 11
1797 19678 85
1798 54 79
1798 211 18
1798 650 57
1798 705 52
1798 1431 97
1798 1970 9
1798 2040 6
1798 2469 3
1798 2696 39
1798 2986 29
1798 3226 79
1798 4083 100
1798 4103 5
1798 4425 8
1798 4643 19
1798 4666 40
1798 6061 13
1798 6064 52
1798 6364 21
1798 6527 67
1798 6681 90
1798 6756 15
1798 7010 76
1798 7431 46
1798 7597 60
1798 7812 71
1798 8410 81
1798 8670 8
1798 8876 68
1798 9461 100
1798 9921 89
1798 10063 94
1798 10358 75
1798 10434 41
1798 10466 13
1798 11325 62
1798 12376 65
1798 12577 37
1798 12690 91
1798 12990 100
1798 13529 26
1798 14703 38
1798 15104 87
1798 15162 100
1798 15166 17
1798 16407 13
1798 16516 12
1798 17705 36
1798 18056 44
1798 18853 92
1798 19453 62
1798 19544 8
1798 19699 69
1798 19799 4
1799 924 12
1799 1804 25
1799 2168 38
1799 2415 37
1799 2521 96
1799 2793 30
1799 3192 11
1799 3785 3
1799 4918 14
1799 4938 98
1799 5264 30
1799 5804 66
1799 6456 50
1799 6553 22
1799 6556 78
1799 6692 95
1799 7079 25
1799 7204 9
1799 8699 7
1799 9216 21
1799 9293 23
1799 9295 28
1799 9361 47
1799 9961 75
1799 10004 24
1799 10231 8
1799 10429 100
1799 10576 53
1799 10696 58
1799 10959 58
1799 11204 90
1799 11738 96
1799 11769 67
1799 12479 9
1799 12728 77
1799 13196 34
1799 13251 29
1799 13282 63
1799 13578 9
1799 13642 89
1799 14988 79
1799 15300 41
1799 15772 41
1799 17723 66
1799 17788 52
1799 17823 82
1799 18365 99
1799 18787 27
1799 18968 38
1799 19177 99
1800 376 83
1800 777 65
1800 804 81
1800 812 96
1800 1181 35
1800 1460 19
1800 2425 6
1800 2558 38
1800 2783 23
1800 2846 60
1800 2984 41
1800 3421 14
1800 3561 87
1800 4739 4
1800 5709 15
1800 5840 56
1800 5909 1
1800 6378 2
1800 7807 97
1800 7900 2
1800 8241 98
1800 8933 8
1800 11280 3
1800 11347 65
1800 11984 5
1800 12122 13
1800 12262 39
1800 12397 27
1800 12939 50
1800 13474 84
1800 13785 11
1800 14158 54
1800 14643 57
1800 14966 27
1800 15018 56
1800 15780 7
1800 15866 36
1800 17118 48
1800 17216 89
1800 17280 39
1800 17649 75
1800 17661 90
1800 18009 44
1800 18093 29
1800 18215 27
1800 18420 51
1800 18673 14
1800 18763 23
1800 18969 27
1800 19045 27
1800 19176 89
1800 19254 16
1800 19365 29
1800 19804 80
1800 19806 33
1800 19934 91
1800 19972 83
1801 29 21
1801 101 73
1801 739 96
1801 1237 82
1801 1434 67
1801 1617 87
1801 2137 83
1801 3776 83
1801 3873 98
1801 4330 92
1801 4386 71
1801 4397 68
1801 4698 37
1801 4748 17
1801 4820 51
1801 5687 24
1801 5840 18
1801 6300 62
1801 6367 12
1801 6402 65
1801 7577 96
1801 7721 14
1801 8099 87
1801 9217 99
1801 9563 38
1801 9808 85
1801 10101 80
1801 10342 99
1801 10829 19
1801 12767 31
1801 12818 95
1801 13449 34
1801 13514 54
1801 13582 70
1801 13846 40
1801 14187 9
1801 14710 89
1801 15020 76
1801 15076 67
1801 15730 9
1801 17723 54
1801 18432 6
1801 18976 23
1801 19067 67
1801 19254 47
1801 19783 29
1802 14 60
1802 846 7
1802 988 46
1802 1066 34
1802 1271 99
1802 2952 57
1802 3262 63
1802 5074 58
1802 5546 68
1802 6265 51
1802 6406 21
1802 6849 88
1802 7014 26
1802 7031 32
1802 8188 27
1802 8534 53
1802 9319 89
1802 9456 14
1802 10006 91
1802 10253 81
1802 10936 62
1802 10937 27
1802 11849 95
1802 11872 64
1802 12292 3
1802 12448 25
1802 12658 28
1802 13214 95
1802 13512 4
1802 13934 56
1802 14050 43
1802 14093 2
1802 14449 72
1802 14512 56
1802 14656 22
1802 15120 84
1802 15175 56
1802 15428 36
1802 15753 35
1802 15972 86
1802 16182 68
1802 16374 78
1802 17380 66
1802 17450 58
1802 17456 78
1802 17795 40
1802 18279 94
1802 18452 9
1802 18471 52
1802 18968 13
1802 19091 83
1802 19286 77
1802 19704 4
1802 19761 12
1803 695 81
1803 1449 25
1803 2103 64
1803 2832 80
1803 3162 57
1803 3695 31
1803 3812 97
1803 3894 29
1803 3929 45
1803 4243 98
1803 4278 42
1803 4405 13
1803 4460 24
1803 4544 26
1803 4950 86
1803 5176 58
1803 5528 41
1803 6151 100
1803 6366 53
1803 6873 53
1803 6948 47
1803 7809 50
1803 8055 57
1803 8483 66
1803 9683 44
1803 10352 62
1803 10490 42
1803 10543 29
1803 10757 48
1803 10860 33
1803 11783 83
1803 11875 53
1803 12009 78
1803 12538 39
1803 12557 97
1803 13043 22
1803 13431 34
1803 13800 78
1803 14332 59
1803 15289 37
1803 17557 2
1803 18782 80
1803 19142 30
1803 19236 26
1803 19278 -1
1803 19935 40
1804 577 54
1804 866 87
1804 942 91
1804 2082 59
1804 2872 84
1804 3516 68
1804 3756 76
1804 4396 63
1804 5011 17
1804 5157 18
1804 5731 31
1804 6173 55
1804 6389 18
1804 6863 43
1804 7391 8
1804 7439 77
1804 7922 5
1804 7931 48
1804 8370 25
1804 9099 39
1804 9119 26
1804 9483 92
1804 9886 9
1804 10083 21
1804 10767 4
1804 10769 21
1804 10819 98
1804 11012 76
1804 12240 80
1804 12523 72
1804 12729 98
1804 13258 64
1804 13456 42
1804 13649 90
1804 13978 41
1804 13984 6
1804 14984 38
1804 15862 61
1804 16532 51
1804 16822 40
1804 16953 87
1804 17353 50
1804 17542 26
1804 17548 3
1804 17617 86
1804 17685 34
1804 17757 78
1804 18333 26
1804 18959 28
1804 19041 5
1804 19331 7
1804 19448 48
1804 19761 9
1805 127 71
1805 167 86
1805 487 52
1805 917 80
1805 1169 3
1805 1777 -1
1805 1852 74
1805 4137 33
1805 4410 18
1805 5069 9
1805 5092 18
1805 5292 19
1805 6001 47
1805 6029 11
1805 6722 16
1805 6889 14
1805 6996 58
1805 7420 28
1805 7856 77
1805 7937 28
1805 9505 100
1805 9771 45
1805 9899 55
1805 9987 86
1805 10535 59
1805 10800 31
1805 11733 95
1805 11813 43
1805 12408 39
1805 13061 30
1805 13890 40
1805 14296 39
1805 14421 9
1805 14457 43
1805 14534 1
1805 15151 34
1805 15850 69
1805 16058 52
1805 16271 34
1805 16302 59
1805 16570 96
1805 16772 55
1805 16964 27
1805 17017 5
1805 17156 58
1805 17195 90
1805 17806 10
1805 19491 0
1806 491 61
1806 706 21
1806 940 2
1806 1430 47
1806 1560 37
1806 2507 91
1806 2640 62
1806 2951 31
1806 3705 13
1806 3945 86
1806 4427 2
1806 4562 44
1806 4641 26
1806 4709 90
1806 6352 3
1806 6441 68
1806 6979 38
1806 7096 13
1806 8085 51
1806 10618 42
1806 10667 87
1806 11242 67
1806 11407 43
1806 11459 55
1806 11497 90
1806 11803 76
1806 12040 22
1806 12496 11
1806 12983 12
1806 13229 47
1806 13280 34
1806 13562 94
1806 14307 58
1806 15268 31
1806 15274 82
1806 15471 14
1806 15714 72
1806 15826 40
1806 16053 32
1806 17005 35
1806 17010 69
1806 17086 46
1806 17102 46
1806 17275 48
1806 17918 53
1806 18067 54
1806 19239 100
1806 19881 77
1807 609 16
1807 900 67
1807 932 9
1807 1116 75
1807 1267 83
1807 1316 10
1807 1918 51
1807 1984 20
1807 1994 86
1807 2719 62
1807 2868 56
1807 3232 2
1807 3793 84
1807 3938 52
1807 4118 51
1807 4911 87
1807 5415 57
1807 7292 96
1807 7333 88
1807 7983 72
1807 8161 61
1807 9826 26
1807 9851 30
1807 10450 8
1807 11134 40
1807 11565 85
1807 11594 40
1807 11710 12
1807 12207 24
1807 12389 71
1807 13332 57
1807 13686 4
1807 13951 87
1807 14008 90
1807 14202 58
1807 14278 56
1807 14930 23
1807 15276 100
1807 15733 88
1807 16064 93
1807 17130 9
1807 17678 27
1807 17974 89
1807 18345 18
1807 18580 51
1807 18948 94
1807 19755 55
1808 63 8
1808 120 57
1808 327 8
1808 532 19
1808 825 8
1808 1303 27
1808 2913 84
1808 3740 60
1808 4055 8
1808 4765 19
1808 4815 72
1808 4958 54
1808 5015 56
1808 5125 15
1808 5581 9
1808 5587 69
1808 5605 6
1808 6057 94
1808 6268 96
1808 6819 38
1808 7390 85
1808 7642 69
1808 8562 12
1808 8793 38
1808 9018 17
1808 9086 66
1808 10067 7
1808 10854 43
1808 11019 30
1808 11059 10
1808 12018 92
1808 12408 46
1808 12532 22
1808 12586 91
1808 13559 76
1808 13685 5
1808 14100 71
1808 14240 42
1808 14416 34
1808 15175 25
1808 16158 85
1808 16802 57
1808 16819 53
1808 16833 1
1808 17130 14
1808 17179 18
1808 17271 10
1808 17935 70
1808 18062 10
1808 18071 89
1808 18218 59
1808 18490 30
1808 18730 36
1808 18852 82
1808 18945 79
1808 19351 78
1808 19447 3
1808 19798 48
1808 19974 46
1809 70 62
1809 968 41
1809 1038 7
1809 1159 74
1809 1641 60
1809 1745 52
1809 2645 21
1809 4050 24
1809 4748 43
1809 5556 75
1809 5958 8
1809 7075 44
1809 7317 70
1809 9295 9
1809 9445 63
1809 9722 80
1809 9863 30
1809 9973 47
1809 10055 68
1809 10493 36
1809 11845 47
1809 12017 61
1809 12194 72
1809 12319 66
1809 12565 1
1809 12622 42
1809 12816 43
1809 13424 89
1809 14702 34
1809 15367 91
1809 15475 54
1809 15515 92
1809 15877 37
1809 15988 43
1809 16759 52
1809 18107 57
1809 18337 16
1809 18425 99
1809 19181 25
1809 19258 84
1810 43 62
1810 503 17
1810 881 72
1810 1083 3
1810 1091 83
1810 1389 58
1810 1569 16
1810 2446 38
1810 2657 33
1810 3089 60
1810 3160 10
1810 3672 28
1810 4613 77
1810 4745 73
1810 4823 33
1810 4886 97
1810 5189 51
1810 5663 80
1810 5768 62
1810 6991 75
1810 7187 0
1810 7555 18
1810 7947 88
1810 8801 11
1810 9465 54
1810 9679 73
1810 10582 96
1810 10914 62
1810 11572 81
1810 11832 48
1810 12932 79
1810 13074 62
1810 13226 94
1810 13625 72
1810 14777 61
1810 14898 10
1810 15273 13
1810 15882 8
1810 16387 26
1810 17326 78
1810 17688 43
1810 17870 64
1810 17893 47
1810 18192 75
1810 18608 96
1810 19058 70
1810 19599 76
1811 81 78
1811 829 21
1811 1600 34
1811 1612 62
1811 1889 93
1811 1992 67
1811 2160 62
1811 2219 54
1811 2547 16
1811 3201 93
1811 3291 33
1811 3492 45
1811 3558 67
1811 3587 83
1811 4787 11
1811 5519 32
1811 5690 91
1811 5889 76
1811 6316 59
1811 6359 100
1811 6534 9
1811 6891 14
1811 7366 91
1811 7889 30
1811 8287 54
1811 8496 17
1811 8686 26
1811 8775 43
1811 8855 27
1811 9142 100
1811 9281 95
1811 9457 64
1811 9712 62
1811 10231 82
1811 10299 70
1811 10959 57
1811 11101 78
1811 11108 73
1811 11424 64
1811 11439 81
1811 11818 27
1811 12892 74
1811 13257 31
1811 13332 69
1811 13799 56
1811 14178 65
1811 14538 94
1811 14682 14
1811 14776 7
1811 15054 42
1811 15526 22
1811 15592 23
1811 16098 65
1811 16388 66
1811 16858 28
1811 17251 23
1811 18351 99
1811 18780 18
1811 19531 32
1812 74 26
1812 503 79
1812 907 97
1812 920 20
1812 1948 24
1812 2156 75
1812 2428 79
1812 3430 28
1812 4307 55
1812 5114 35
1812 5689 2
1812 5935 46
1812 6615 24
1812 6761 92
1812 7240 36
1812 8600 38
1812 8731 70
1812 9099 54
1812 9305 52
1812 11239 27
1812 12673 38
1812 13342 65
1812 13838 19
1812 14145 17
1812 14190 52
1812 15357 7
1812 16252 25
1812 16407 96
1812 16982 58
1812 16995 71
1812 17312 28
1812 17397 72
1812 17833 61
1812 18281 77
1812 18660 22
1812 18968 50
1812 19014 58
1812 19624 66
1813 1126 81
1813 1216 13
1813 2069 61
1813 2124 99
1813 2406 66
1813 2461 3
1813 2516 65
1813 3208 61
1813 3387 33
1813 3827 74
1813 4006 98
1813 4262 71
1813 4293 43
1813 4480 29
1813 5359 0
1813 5460 69
1813 6061 19
1813 6100 65
1813 6239 95
1813 6356 45
1813 6524 28
1813 6722 32
1813 7410 35
1813 7616 23
1813 9060 74
1813 9687 84
1813 10791 89
1813 11047 87
1813 11052 74
1813 11752 84
1813 11903 79
1813 12256 46
1813 12474 77
1813 13243 44
1813 13619 33
1813 14674 20
1813 14881 7
1813 15299 12
1813 15365 22
1813 15647 97
1813 16485 56
1813 16496 47
1813 16551 75
1813 16936 50
1813 17870 79
1813 18392 83
1813 18428 34
1813 18509 19
1814 365 38
1814 415 3
1814 668 21
1814 1586 97
1814 1858 88
1814 2129 95
1814 2442 -1
1814 2554 83
1814 3387 24
1814 3444 21
1814 4465 54
1814 4956 32
1814 4992 54
1814 5068 25
1814 5613 94
1814 5832 58
1814 5925 84
1814 6205 84
1814 6209 74
1814 6686 19
1814 7068 93
1814 7940 40
1814 8609 7
1814 9177 68
1814 9846 28
1814 9935 88
1814 10258 6
1814 10568 39
1814 10628 31
1814 10749 29
1814 11249 38
1814 12140 46
1814 12710 28
1814 13111 30
1814 13491 34
1814 14088 5
1814 14522 24
1814 14887 50
1814 16338 27
1814 16449 93
1814 16470 44
1814 16720 86
1814 17623 55
1814 18558 56
1814 18803 0
1814 19147 64
1814 19196 66
1815 159 28
1815 449 3
1815 1013 66
1815 1854 44
1815 2277 92
1815 2787 79
1815 2935 32
1815 3275 31
1815 3278 96
1815 3870 78
1815 4025 80
1815 4229 24
1815 4506 7
1815 4821 8
1815 5047 92
1815 5253 52
1815 5610 6
1815 6114 70
1815 6586 28
1815 6775 43
1815 6826 37
1815 7485 64
1815 7505 56
1815 8086 99
1815 8544 60
1815 8975 2
1815 9591 27
1815 10108 68
1815 10157 70
1815 10633 90
1815 11183 70
1815 11580 11
1815 11680 40
1815 12115 14
1815 12119 16
1815 12135 92
1815 12173 63
1815 12398 17
1815 12461 54
1815 12854 18
1815 12878 25
1815 12892 0
1815 13731 56
1815 14002 79
1815 15123 54
1815 15620 34
1815 15748 74
1815 15918 94
1815 16073 60
1815 16211 41
1815 16708 68
1815 17938 69
1815 18213 24
1815 18844 97
1815 18849 67
1815 19085 38
1815 19571 65
1815 19803 61
1816 100 79
1816 322 87
1816 339 97
1816 1371 74
1816 1477 8
1816 2686 94
1816 3093 28
1816 3104 69
1816 3241 10
1816 3516 85
1816 3517 48
1816 4241 0
1816 4299 48
1816 4318 40
1816 4352 85
1816 5297 61
1816 5424 96
1816 5631 68
1816 6330 1
1816 6392 99
1816 7263 51
1816 7315 93
1816 7914 26
1816 8145 84
1816 8258 49
1816 8704 24
1816 8742 46
1816 9129 76
1816 9343 60
1816 9543 57
1816 9736 54
1816 11203 77
1816 11351 95
1816 11662 56
1816 11679 92
1816 11862 99
1816 12218 79
1816 13889 63
1816 14099 12
1816 14205 76
1816 14611 90
1816 14891 47
1816 14902 23
1816 15598 5
1816 15730 3
1816 15837 8
1816 16944 67
1816 17164 57
1816 17933 6
1816 18216 47
1816 18472 39
1816 19056 76
1816 19197 59
1817 385 7
1817 536 95
1817 678 44
1817 845 22
1817 886 49
1817 1358 90
1817 1620 17
1817 2249 61
1817 2621 60
1817 3830 97
1817 4050 38
1817 4060 61
1817 4119 32
1817 4646 8
1817 5076 8
1817 5790 18
1817 6342 9
1817 7192 26
1817 7454 58
1817 7573 69
1817 8440 53
1817 8965 44
1817 9256 56
1817 9554 18
1817 9725 25
1817 10177 7
1817 10545 70
1817 11044 80
1817 11115 32
1817 11386 4
1817 11599 68
1817 12977 81
1817 14093 1
1817 14331 41
1817 14966 25
1817 15585 94
1817 15981 63
1817 17488 77
1817 18791 52
1817 19085 3
1817 19919 50
1817 19971 76
1817 19991 45
1818 823 63
1818 1034 19
1818 1292 35
1818 1663 47
1818 3197 14
1818 3382 17
1818 3445 59
1818 4015 32
1818 4767 38
1818 4830 56
1818 5402 37
1818 6241 35
1818 6270 65
1818 6731 41
1818 6932 56
1818 7173 55
1818 7409 36
1818 7523 40
1818 7573 43
1818 7994 48
1818 8436 97
1818 8549 80
1818 8622 54
1818 8968 55
1818 10069 3
1818 10744 82
1818 10985 26
